Origem,Status,Chegada,Campanha,Nome,Contato,H.Preferencial,Email,1ª Ligação,2ª Ligação,3ª Ligação,Anotações,Conversão
Facebook / Insta,Andamento,"31/12/2025, 16:28:03",Implantes,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2026/1/7 18:00:00,,,"FICOU COM O NUMERO, VAI DP LIGAR A MARCAR",
Facebook / Insta,Não Atendeu,"31/12/2025, 17:17:02",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2026/1/7 18:00:00,,,N ATENDEU,
Facebook / Insta,Perdida,"31/12/2025, 20:06:22",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2026/1/7 18:00:00,,,"AFRICANA, QUER COM ACORDO SORRISO MAIS.",
Facebook / Insta,Perdida,"31/12/2025, 22:32:01",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2026/1/7 18:00:00,,,AFRICANO ESTAVA SO A VER NUMERO PARA ARRANCAR DENTE,
Facebook / Insta,Não Atendeu,"31/12/2025, 23:27:56",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2026/1/7 18:00:00,,,TLM DESLIGADO,
Google / Site,Pendente,"31/12/2025, 23:28:39",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,,
Facebook / Insta,Perdida,"25/11/2025, 08:04:36",Harmonização,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/11/25 17:30:00,,,DO ALGARVE,
Facebook / Insta,Perdida,"25/11/2025, 08:53:00",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/11/25 17:37:00,,,DO ALGARVE,
Facebook / Insta,Perdida,"25/11/2025, 10:57:04",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/25 17:39:00,,,DOIDO,
Facebook / Insta,Não Atendeu,"25/11/2025, 12:30:08",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/11/25 17:40:00,2025/11/27 18:00:00,,vai ligar de volta/ n atendeu,
Facebook / Insta,Não Atendeu,"25/11/2025, 14:16:40",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/11/25 17:43:00,,,n atendeu,
Facebook / Insta,Não Atendeu,"25/11/2025, 15:14:50",Harmonização,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/11/25 17:46:00,,,n atendeu,
Facebook / Insta,Não Atendeu,"25/11/2025, 15:15:46",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/11/25 14:45:00,,,Tlm desl,
Facebook / Insta,Perdida,"25/11/2025, 17:13:22",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/25 14:46:00,,,de gaia,
Facebook / Insta,Email,"25/11/2025, 17:37:17",Harmonização,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,,,,"perda, num errado",
Facebook / Insta,Perdida,"25/11/2025, 17:48:54",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/26 16:00:00,,,De longe.,
Facebook / Insta,Perdida,"25/11/2025, 19:19:14",Implantes,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/26 18:00:00,,,"QUER SABER VALOR DE PROTOCOLO, DISSE 5K, REPONDEU QUE É MTO CARO TEM 3 MAIS BARATOS.",
Facebook / Insta,Não Atendeu,"25/11/2025, 21:13:36",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/11/26 18:00:00,,,LIGAR AMANHA,
Facebook / Insta,Perdida,"26/11/2025, 01:23:31",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/11/26 18:00:00,,,"DESLIGOU QD ME IDENTIFIQUEI. VOLTEI A LIGAR, N ATENDEU.",
Facebook / Insta,Não Atendeu,"26/11/2025, 04:16:18",Implantes,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/11/26 18:00:00,,,N ATENDEU,
Facebook / Insta,Andamento,"26/11/2025, 10:33:33",Harmonização,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/11/26 18:00:00,,,"QUER SABER VALORES, N DEI DISSE QUE DEPENDIA DA AVALIAÇÃO, TIPO DE TRATAMENTO E QUANTIDADES. DIZ Q DP MARCA.",
Facebook / Insta,Perdida,"26/11/2025, 17:57:41",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/27 18:43:00,,,do Porto,
Facebook / Insta,Não Atendeu,"26/11/2025, 22:02:43",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/27 18:30:00,,,n atendeu,
Facebook / Insta,Email,"26/11/2025, 23:36:56",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,sem contacto valido,
Facebook / Insta,Marcada,"27/11/2025, 06:34:22",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/28 18:00:00,,,Para hibridas. marcado 02/12 15h.,6729
Facebook / Insta,Não Atendeu,"27/11/2025, 09:15:20",Geral,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/28 17:50:00,,,n atendeu,
Facebook / Insta,Não Atendeu,"27/11/2025, 15:37:44",Harmonização,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/11/28 17:50:00,,,n atendeu,
Facebook / Insta,Não Atendeu,"27/11/2025, 16:04:18",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/11/28 17:50:00,,,n atendeu,
Facebook / Insta,Email,"27/11/2025, 16:09:58",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/28 17:50:00,,,Numero n atribuido,
Facebook / Insta,Não Atendeu,"27/11/2025, 18:15:42",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/2 17:30:00,,,tlm desligado,
Facebook / Insta,Não Atendeu,"27/11/2025, 19:38:14",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/02 18:00:00,,,ligar amanha,
Facebook / Insta,Marcada,"27/11/2025, 22:15:44",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,2025/12/02 12:18:00,,,"Marcação, 02/12 17,30",8976
Facebook / Insta,Não Atendeu,"27/11/2025, 22:17:29",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/12/02 17:00:00,,,n atendeu,
Facebook / Insta,Marcada,"28/11/2025, 09:49:14",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/11/28 18:00:00,,,MArcação 04/12 18h,2039
Facebook / Insta,Não Atendeu,"28/11/2025, 11:02:59",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/28 18:00:00,,,n atendeu,
Facebook / Insta,Não Atendeu,"28/11/2025, 15:55:43",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,2025/11/28 18:00:00,,,n atendeu,
Facebook / Insta,Marcada,"28/11/2025, 16:53:45",Harmonização,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/02 12:30,,,MArcação 05/12 - 17h - N er harmonização,3778
Facebook / Insta,Não Atendeu,"28/11/2025, 19:59:21",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/02 18:30:00,,,tlm desligado,
Facebook / Insta,Email,"28/11/2025, 20:37:52",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,,,,sem contacto.,
Facebook / Insta,Perdida,"28/11/2025, 22:07:49",Harmonização,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/02 12:26,,,"ocupado/ retribuiu a chamada e qd me identifiquei desligou. voltei a ligar, n atendeu.",
Facebook / Insta,Não Atendeu,"29/11/2025, 01:20:47",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/02 12:26,,,n atendeu,
Facebook / Insta,Perdida,"29/11/2025, 16:30:30",Geral,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,12/02 13:30,,,"DESLIGOU QD ME IDENTIFIQUEI, N VOLTOU A ATENDER",
Facebook / Insta,Não Atendeu,"29/11/2025, 18:40:56",Harmonização,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/02 18:36:00,,,tlm desligado,
Facebook / Insta,Não Atendeu,"29/11/2025, 21:01:20",Geral,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/02 18:37:00,,,N atendeu,
Facebook / Insta,Perdida,"30/11/2025, 01:01:37",Harmonização,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,2025/12/02 18:39:00,,,desligou qd me identifiquei e n voltou a atender,
Facebook / Insta,Perdida,"30/11/2025, 14:04:24",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,12/02 12:26,2025/12/02 13:40:00,,n atendeu/ SEGUNDO CONTACTO ATENDEU E DESLIGOU QD ME IDENTIFIQUEI. N ATENDEU NOVAMENTE,
Facebook / Insta,Pendente,"30/11/2025, 14:33:17",Harmonização,Jane Doe,351999111222,14 às 18h,janedoe@gmail.com,,,,,
Facebook / Insta,Andamento,"30/11/2025, 14:46:45",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/02 14:00:00,,,pediu para ligar a 22 ou 23 Dez a marcar para jan,
Facebook / Insta,Pendente,"30/11/2025, 17:02:52",Harmonização,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Facebook / Insta,Marcada,"30/11/2025, 19:20:35",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,2025/12/02 14:00:00,2025/12/02 16:00:00,,n atendeu/ Marcação 04/12 16h - implantes.,622
Facebook / Insta,Não Atendeu,"30/11/2025, 20:13:47",Harmonização,Jane Doe,351999111222,13 às 14h,janedoe@gmail.com,12/02 13:50,,,n atendeu,
Facebook / Insta,Pendente,"30/11/2025, 21:08:44",Harmonização,Jane Doe,351999111222,18 às 20h,janedoe@gmail.com,,,,,
Google / Site,Não Atendeu,"02/12/2025, 06:13:18",Geral,Jane Doe,351999111222,9 às 13h,janedoe@gmail.com,12/02 12:31,,,n atendeu,
